EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TIMESTAMP
USA9271,08-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),,6,66,,840,North America,United States,Oregon,Clackamas,,Molalla,45.149,-122.582,1,Portland Tribune; Crowd Counting Consortium,Other-Subnational,"On 8 June 2020, an unspecified number of people staged a protest in Molalla (Oregon) in support of the Black Lives Matter movement and against police brutality. A smaller counter-protest, with some of the counter-protesters bearing guns, took place on the opposite side of the street.",0,armed; counter-demonstration; crowd size=no report,1680633585
USA9332,08-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Pennsylvania,Dauphin,,Harrisburg,40.273,-76.888,1,Channel 8 (Lancaster),Subnational,"On 8 June 2020, about 100 people, some of them armed, staged a rally on the steps of the Capitol in Harrisburg (Pennsylvania) in favor of gun rights.",0,armed; crowd size=about 100,1680633585
USA9424,09-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Maine,Oxford,,Bethel,44.406,-70.79,1,Crowd Counting Consortium; Sun Journal (Lewiston),Other-Subnational,"On 9 June 2020, about 350 to 400 people marched in a protest in Bethel (Maine) in support of the Black Lives Matter movement and against police brutality. A local armed militia showed up to 'protect' a memorial to veterans from Black Lives Matter activists despite the fact that the BLM activists did not seem to pose a threat to the memorial.",0,armed; armed presence; crowd size=350 to 400,1680633602
USA9547,10-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Vermont,Orleans,,Craftsbury,44.635,-72.372,1,Seven Days; VTDigger,Subnational,"On 10 June 2020, about 200 people marched around the Common in Craftsbury (Vermont) in support of the Black Lives Matter movement and defunding the city police, as well as against police brutality and the death of George Floyd. During the protest, one armed man and two teenagers drove by the crowd waving Confederate and Don't Tread on Me flags from the back of a pickup truck.",0,armed; crowd size=about 200,1680633585
USA9855,12-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Michigan,Monroe,,Lambertville,41.765,-83.628,1,13ABC,National,"On 12 June 2020, hundreds of people gathered in Lambertville (Michigan) as a part of the Black Lives Matter movement to protest against an owner of a gun store for racist comments made on Facebook. Simultaneously, a number of community members and supporters of the business carrying guns and American flags were present on the roof of the gun store to make sure no looting or property destruction took place.",0,armed; armed presence; crowd size=hundreds,1680633602
USA10229,13-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),,6,66,,840,North America,United States,Pennsylvania,Philadelphia,,Philadelphia,39.952,-75.164,1,Crowd Counting Consortium; Philadelphia Inquirer; Washington Post; WCAU,Other-Subnational,"On 13 June 2020, hundreds of people staged a protest in Philadelphia (Pennsylvania) in support of the Black Lives Matter movement and against police brutality. They were met with a small group of about 50 counter-protesters who gathered to 'defend' a local statue of Christopher Columbus, resulting in no violence or clashes. Counter-demonstrators were armed with baseball bats, and at least one was armed with a rifle.",0,armed; counter-demonstration; crowd size=hundreds,1680633588
USA23229,13-June-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),Antifa (United States),6,Rioters (United States),Keystone United; ADS: American Defense Skins,5,56,,840,North America,United States,Pennsylvania,Allegheny,,Pittsburgh,40.441,-79.996,1,Political Research Associates; Anti-Defamation League,Other-National,"On 13 June 2020, approximately 15 people with the Keystone United, a racist skinhead group, protested at a bookstore in Pittsburgh (Pennsylvania) against Antifa and the bookstore known to be an anarchist bookstore. Members of American Defense Skins also attended. Dozens of locals and anti-fascists came to counter-demonstrate the Keystone group. One of the Keystone members reportedly attempted to grab the recording device of a counter-demonstrator who was filming their activities outside a local bar. Later, before dispersing, one of the Keystone members pulled out a handgun from one of their parked vehicles, chambered a round, and threatened the people filming him.",0,armed; counter-demonstration; crowd size=dozens,1680633590
USA10036,13-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; Unidentified Communal Militia (United States); Open Carry Texas,6,,,0,60,,840,North America,United States,Texas,Bell,,Belton,31.059,-97.463,1,KCEN; MilitiaWatch,Local partner-New media,"On 13 June 2020, hundreds of protesters took to the streets in Belton (Texas) in support of the Black Lives Matter (BLM) movement. Armed people, affiliated with Open Carry Texas and other unidentified local militia groups, were also present in support of the Second Amendment, but later joined the demonstrators showing support for the BLM movement after some discussion between the two demonstrating groups.",0,armed; crowd size=hundreds,1680633693
USA1159,14-June-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter,6,Rioters (United States),Pro-Police Group (United States); Back the Blue,5,56,,840,North America,United States,Ohio,Clermont,,Bethel,38.964,-84.081,1,Cincinnati Enquirer; KOAA5,Subnational-National,"On 14 June 2020, around 550 people demonstrated in Bethel (Ohio), some in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Around 250 Back the Blue protesters held a counter-demonstration, some of them carried guns and baseball bats. The counter-demonstrators attacked the BLM protesters. 10 altercations were reported and 5 people were arrested by police.",0,armed; counter-demonstration; crowd size=around 800,1680633585
USA23929,14-June-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),Civilians (United States); Journalists (United States),6,Rioters (United States),,5,56,,840,North America,United States,Pennsylvania,Philadelphia,,Philadelphia,39.952,-75.164,1,WCAU; Philadelphia Inquirer; Political Research Associates,Other-Subnational,"On 14 June 2020, several people demonstrated in front a statue of Christopher Columbus in Marconi Plaza in Philadelphia (Pennsylvania), calling for the statue to be removed. A few hundred white men, some of whom were armed, gathered to defend the Christopher Columbus statue. The men reportedly attacked a half dozen people demonstrating against the statue. The men punched, pushed, kicked, stomped, burned, pepper sprayed and allegedly exposed their genitalia to the protesters. The police reportedly did not intervene and arrested only two rioters for assault. The demonstrators also assaulted a reporter from Unicorn Riot.",0,armed; counter-demonstration; crowd size=a few hundred,1680633585
USA3224,14-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; Protestant Christian Group (United States),6,Protesters (United States),Unidentified Communal Militia (United States); Pro-Police Group (United States),6,66,,840,North America,United States,Washington,Grays Harbor,,Aberdeen,46.975,-123.816,1,Daily World (Aberdeen),Subnational,"On 14 June 2020, about 40 Blacks Lives Matter movement supporters, including a priest, were verbally harassed by around 100 police supporters near Zelasko Park in Aberdeen (Washington) as the two groups intended to hold respective rallies in the park. Some police supporters carried rifles and holstered handguns and claimed to be a 'militia'. No injuries reported. No arrest made.",0,armed; counter-demonstration; crowd size=about 140,1680633585
USA69,15-June-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,New Mexico Civil Guard,,4,45,,840,North America,United States,New Mexico,Bernalillo,,Albuquerque,35.084,-106.651,1,Gun Violence Archive; Crowd Counting Consortium; ABC News; KOB4; Deming Headlight; Albuquerque Journal,Other-Subnational,"On 15 June 2020, at least 50 people staged a demonstration in Albuquerque (New Mexico) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when a group of people attempted to damage La Jornada sculpture, which they wanted to remove. Members of the New Mexico Civil Guard clashed with demonstrators, with one of the latter eventually shooting at an individual who some claim was armed with a knife but the District Attorney stated was not confirmed. The shot person was left in critical condition. The shooter also entered an altercation with three women where he threw one of them onto the ground before being chased by other demonstrators. Police forces intervened with tear gas and flash bangs before and after arresting the shooter and other militia members. The militia reported the suspect was not part of the group, although officials are still investigating this.",0,armed; crowd size=at least 50; statue,1680633585
USA1638,15-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),Blue Lives Matter; Pro-Police Group (United States),6,66,,840,North America,United States,West Virginia,Jackson,,Ripley,38.819,-81.711,1,WCHS TV-8,Subnational,"On 15 June 2020, people staged a march in Ripley (West Virginia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd and Breonna Taylor. Counter protesters of Blue Lives Matter staged a demonstration at the same time. Some individuals were armed, but there was no reported violence.",0,armed; counter-demonstration; crowd size=no report,1680633586
USA59,16-June-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,,,0,50,,840,North America,United States,Virginia,Richmond,,Richmond,37.539,-77.434,1,CBS6 (Richmond); WKYT,Subnational-National,"On 16 June 2020, people staged a march in Richmond (Virginia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd and Breonna Taylor. Some demonstrators toppled a statue of a Confederate general. Later, a crowd of 200 people gathered in front of the Mayor's home and tagged the building with graffiti. Some people entered the building. There were people openly carrying rifles in front of the home.",0,armed; crowd size=at least 200; statue,1680633585
USA1693,17-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),Unidentified Communal Militia (United States),6,66,,840,North America,United States,Virginia,Rockingham,,Elkton,38.408,-78.624,1,Daily News Online; WHSV-TV3; Count Love,Other-Subnational,"On 17 June 2020, hundreds of people staged a march led by Youth for Black Lives Matter and some other student organizations in Stonewall Memorial Park in Elkton (Virginia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. There was a counter-protest with armed people who belong to militia chanting 'All Lives Matter'.",0,armed; counter-demonstration; crowd size=hundreds,1680633585
USA1526,18-June-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter,6,Rioters (United States),,5,56,,840,North America,United States,Ohio,Clermont,,Bethel,38.964,-84.081,1,State Journal-Register,National,"On 18 June 2020, between 80 to 100 people staged a protest in Bethel (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. There were also hundreds counter-demonstrators, many armed, who blocked the way of BLM protesters and pushed and shoved them to the ground. Counter-demonstrators carried guns and baseball bats. No injuries reported.",0,armed; counter-demonstration; crowd size=at least hundreds,1680633586
USA1727,18-June-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,Kentucky,Jefferson,,Louisville,38.254,-85.759,1,WLKY,Subnational,"On 18 June 2020, during a two day demonstration, people staged a march in Louisville (Kentucky) in support of Black Lives Matter movement and in the wake of the death of George Floyd and Breonna Taylor. There were reports of fireworks, explosions, glass breaking, and gun shots. A tree and a dumpster were set on fire. Police Forces responded to demonstrators with pepper spray to disperse crowds. 56 people were arrested.",0,armed; crowd size=no report,1680633600
USA1229,18-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),Michigan Militia of Love; Michigan Liberty Militia; Boogaloo Boys; Michigan Wolverine Watchmen,6,66,,840,North America,United States,Michigan,Ingham,,Lansing,42.734,-84.555,1,Detroit News; Michigan Radio; Twitter; Lansing State Journal; Political Research Associates; MilitiaWatch,Local partner-New media,"On 18 June 2020, second amendment activists held a 'American Patriot Rally' in Lansing (Michigan). Some people in the rally were armed with guns, and the rally was attended by Boogaloo Boys and militia groups Michigan Liberty Guard, Michigan Wolverine Watchmen, and the Michigan Militia of Love. Counter-protesters arrived at the venue and held a die-in at the 'American Patriot Rally,' in support of the Black Lives Matter movement and against police brutality.",0,armed; counter-demonstration; crowd size=no report,1680633671
USA23232,19-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),Sons of Confederate Veterans,6,66,,840,North America,United States,Virginia,Carroll,,Hillsville,36.763,-80.735,1,Galax Gazette; Political Research Associates,Other-Subnational,"On 19 June 2020, about 50 people protested in Hillsville (Virginia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. An unspecified number of counter-protesters, some of them armed, including members of Sons of Confederate Veterans held an event to counter-protest the BLM demonstration. No incidents were reported.",0,armed; counter-demonstration; crowd size=about 50,1680633585
USA24209,19-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),,6,66,,840,North America,United States,Texas,Gonzales,,Gonzales,29.502,-97.452,1,Political Research Associates; News 4 San Antonio,Other-Subnational,"On 19 June 2020, people staged dueling protests in Gonzales (Texas) in support of the Black Lives Matter movement and in support of open carry laws in Texas. People with the pro-2A demonstration were armed and said they were present to protect a confederate monument. There was no reported violence.",0,armed; counter-demonstration; crowd size=no report,1680633585
USA97,19-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Michigan,Saginaw,,Saginaw,43.42,-83.951,1,Grand Rapids Press; MLive,Subnational,"On 19 June 2020, about 1200 demonstrators protested in Saginaw (Michigan) to commemorate Juneteenth in support of the Black Lives Matter Movement and against police brutality after the death of George Floyd. Reportedly, a man, identified as former police officer, was accused of pointing his gun at two protesters.",0,armed; crowd size=about 1200,1680633585
USA813,19-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Pennsylvania,Dauphin,,Harrisburg,40.273,-76.888,1,Count Love,Other,"On 19 June 2020, 2 dozen people staged a protest in State Capitol, Harrisburg (Pennsylvania) in remembrance of George Floyd. Several arrived with rifles, but the demonstration was peaceful.",0,armed; crowd size=2 dozen,1680633585
USA15,19-June-2020,2020,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (United States),BLM: Black Lives Matter,6,Sole Perpetrator (United States),,3,36,Civilian targeting,840,North America,United States,Georgia,Fulton,,Atlanta,33.756,-84.39,1,11 Alive; Atlanta Journal Constitution,Subnational,"On 19 June 2020, thousands of people attended the OneRace March in Centennial Olympic Park in Atlanta (Georgia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd and Rayshard Brooks. Allegedly, an armed man drove to the demonstration, attempted to hit demonstrators with the car, and fired at least eight rounds. Exact accounts of the armed man confronting demonstrators vary.",0,armed; crowd size=thousands,1680633587
USA100,20-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),African American Group (United States),6,,,0,60,,840,North America,United States,Oklahoma,Oklahoma,,Oklahoma City,35.466,-97.513,1,NonDoc; Oklahoma's News 4; Oklahoman,Subnational,"On 20 June 2020, 100-200 demonstrators carrying firearms marched in Oklahoma City (Oklahoma) to the Governor's Mansion in support of Black gun rights and the Second Amendment.",0,armed; crowd size=100-200,1680633585
USA13696,20-June-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),,6,Rioters (United States),Police Forces of the United States (2017-2021),5,56,,840,North America,United States,North Carolina,Alamance,,Graham,36.069,-79.401,1,Crowd Counting Consortium; WFMY,Other-Subnational,"On 20 June 2020, 50-60 pro-Confederate people and 20-30 anti-Confederate people protested in Graham (North Carolina) for and against the Confederate monuments. Two pro-Confederate demonstrators were arrested for assaulting demonstrators. Many of the pro-Confederate demonstrators were carrying guns.",0,armed; counter-demonstration; crowd size=70-90,1680633585
USA539,20-June-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),,5,Civilians (United States),Journalists (United States),7,57,,840,North America,United States,Georgia,Fulton,,Atlanta,33.756,-84.39,1,US Press Freedom Tracker; 11 Alive,Other-Subnational,"On 20 June 2020, about 500 demonstrators, many of whom were heavily armed, gathered in front of a fast-food restaurant in Atlanta (Georgia) where Rayshard Brooks was shot and killed on 12 June 2020. During the demonstration, shots were fired nearby, and the crowd cleared to about 50 people. It is unclear who fired the shots or if anyone was injured in the incident. The heavily armed group that remained attacked two people in a car along the street - reaching inside the car, slapping the driver, and breaking a window with a rock. The two people in the car were injured. Those in the car were believed to be driving to a second location when the attack began. It is not clear if the assailants were demonstrating beforehand. A journalist who was present was also approached by the armed group and was repeatedly punched in the head after refusing to hand over his phone. The journalist had lacerations and severe bruising on his face and had to have a cut above his eye glued shut.",0,armed; crowd size=about 500,1680633585
USA678,20-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),,6,66,,840,North America,United States,Oregon,Crook,,Prineville,44.3,-120.835,1,Bend Bulletin,Subnational,"On 20 June 2020, hundreds of people staged a protest in Prineville (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. On the other side there were also hundreds of counter protesters heavily armed. However, no fights were reported.",0,armed; counter-demonstration; crowd size=hundreds,1680633585
USA1264,20-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Mississippi,Lowndes,,Columbus,33.496,-88.427,1,Magnolia State Live,Subnational,"On 20 June 2020, an unknown number of people demonstrated at the Lowndes County Courthouse in Columbus (Mississippi) to demand the removal of the Confederate monument. A man armed with a rifle and a handgun was arrested after he confronted the protesters.",0,armed; crowd size=no report,1680633586
USA17068,20-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Virginia,Richmond,,Richmond,37.539,-77.434,1,Bellingcat; Twitter; Forensic Architecture,New media-International,"On 20 June 2020, people staged a protest in Richmond (Virginia) in support of the Black Lives Matter movement and against police brutality. There were reports of armed people surveilling the protesters from top of a building, but no violence was reported. One armed individual was later found and taken into custody by Richmond police.",0,armed; armed presence; crowd size=no report,1680633605
USA208,21-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),KKK: Ku Klux Klan,6,66,,840,North America,United States,North Carolina,Buncombe,,Asheville,35.601,-82.554,1,Political Research Associates; Asheville Citizen-Times; Count Love; ABC13 (Asheville); Twitter,Other-New media,"On 21 June 2020, a group of about 100 armed people staged a protest in Park Square in Asheville (North Carolina) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstrators painted 'Defund the Police' on the road. There was a counter-demonstration held by armed people including a known KKK leader later in the evening. It is illegal to openly carry guns during demonstrations on public property. Later, 3 people were charged for carrying weapons which is a violation in North Carolina.",0,armed; counter-demonstration; crowd size=at least 100,1680633603
USA175,21-June-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,Oregon,Multnomah,,Portland - Downtown,45.513,-122.681,1,Count Love; Fox12 Oregon,Other-Subnational,"On 21 June 2020, a couple hundred people staged a demonstration in downtown Portland - Downtown (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The rally turned violent when a group of rioters blocked the traffic. The police warned the crowd, but they were hit with projectiles, bottles and flashed with lasers. One man carrying a gun was spotted in the group. Twenty people, including one minor, were arrested.",0,armed; crowd size=a couple of hundreds,1680633610
USA2277,22-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,Protesters (United States),,6,66,,840,North America,United States,Idaho,Nez Perce,,Lewiston,46.417,-117.018,1,Argonaut,Subnational,"On 22 June 2020, about 30 armed people protested in Lewiston (Idaho) in support of gun rights and against a City Councilor who suggested that the Council adopt a resolution providing more authority to Idaho cities in terms of firearms at protests. Counter-protesters, in favor of the reform were also present and voiced support for the councilor.",0,armed; counter-demonstration; crowd size=about 30,1680633689
USA1724,23-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; African American Group (United States),6,Protesters (United States),Pro-Police Group (United States),6,66,,840,North America,United States,Georgia,Fulton,,Atlanta,33.756,-84.39,1,WLBT3; Politico (US); 11 Alive,Subnational-National,"On 23 June 2020, an unknown number of people demonstrated in Atlanta (Georgia) against the killing of Rayshard Brooks and in support of the Black Lives Matter movement. They burnt a flag outside a police precinct. A group of Black men were armed at the demonstration. On the same day, dozens of people gathered in Atlanta in support of police officers.",0,armed; counter-demonstration; crowd size=at least dozens,1680633585
USA14834,23-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Arizona,Maricopa,,Phoenix,33.449,-112.074,1,MilitiaWatch,Local partner-New media,"On 23 June 2020, about 60 people held a protest in Phoenix (Arizona) in support of Black Lives Matter movement and against a visit by President Trump to the town. The demonstrators came across armed members of the Greerspeary Defense Force militia who claimed to be 'protecting local businesses' down the street from the Trump event. This peaceful protest was held earlier in the day. Later in the day violent demonstrations were reported.",0,armed; armed presence; crowd size=about 60,1680633602
USA1663,24-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Kentucky,Jefferson,,Prospect,38.346,-85.61,1,WDRB,Subnational,"On 24 June 2020, a protest caravan containing around 100 vehicles blocked all lanes of traffic in Prospect (Kentucky). It was reported that someone fired a handgun into the air but no one was injured. The purpose of the protest was not reported.",0,armed; crowd size=around 100,1680633586
USA11701,26-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter; Students (United States),6,Protesters (United States),,6,66,,840,North America,United States,North Carolina,Robeson,,Rowland,34.536,-79.291,1,Robesonian; Crowd Counting Consortium,Other-Subnational,"On 26 June 2020, students protested in Rowland (North Carolina) in support of the BLM movement against protest police brutality and social injustice. Counter-demonstrators shouted racial slurs and threw trash at the students. A handful of counter-demonstrators were armed with rifles.",0,armed; counter-demonstration; crowd size=no report,1680633585
USA1846,26-June-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter; Students (United States),6,Rioters (United States),,5,56,,840,North America,United States,North Carolina,Robeson,,Pembroke,34.68,-79.195,1,Robesonian; Count Love; ABC15 (Florence),Other-Subnational,"On 26 June 2020, more than 150 community members and students staged a march in Pembroke (North Carolina) against police presence on campus. There was a counter-demonstration staged by armed people who used racial slurs, carried rifles, and threw bottles at the participants of the student march. A man was arrested and charged with assault on a female, assault with a deadly weapon, and disorderly conduct.",0,armed; counter-demonstration; crowd size=more than 150,1680633585
USA15846,26-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),Unidentified Armed Group (United States),6,66,,840,North America,United States,Oregon,Clackamas,,Estacada,45.299,-122.334,1,Portland Tribune,Subnational,"On 26 June 2020, around 300 people gathered for a protest in Estacada (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. An opposing group supporting all lives matter with firearms was present, but there were no altercations.",0,armed; counter-demonstration; crowd size=around 300,1680633586
USA1192,26-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,Texas,Bexar,,San Antonio,29.428,-98.488,1,KSAT12,Subnational,"On 26 June 2020, dozens of people staged a protest at Columbus Park in San Antonio (Texas), in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Protesters were calling for authorities to remove the Christopher Columbus statue from the site. A group of white armed people gathered to observe the protest.",0,armed; armed presence; crowd size=dozens,1680633678
USA1651,27-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Sons of Confederate Veterans,6,Protesters (United States),BLM: Black Lives Matter,6,66,,840,North America,United States,North Carolina,Alamance,,Morgantown,36.122,-79.429,1,WCNC Charlotte; WBTV,Subnational,"On 27 June 2020, the Sons of Confederacy and supporters staged an armed protest in Morgantown (North Carolina) in support of a confederate monument. Counter-protesters were present in support of the Black Lives Matter movement advocating for the removal of the Confederate monument.",0,armed; counter-demonstration; crowd size=no report,1680633585
USA278,27-June-2020,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (United States),BLM: Black Lives Matter,6,Police Forces of the United States (2017-2021),,1,16,,840,North America,United States,Texas,Travis,,Austin,30.275,-97.74,1,KXAN; Patch; KVUE; Count Love,Other-Subnational,"On 27 June 2020, a group of people, including members of Caravan For Change, gathered in Austin (Texas), in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A man drove slowly into the crowd, then pointed what appeared to be a gun at demonstrators after they surrounded him. The driver pulled over soon after. The incident led to a confrontation between demonstrators and police officers although it was unclear if any physical violence occurred. Police made use of pepper spray to disperse the crowd. Several arrests were reported, including the driver, who was released later. No injuries occurred.",0,armed; crowd size=no report,1680633585
USA2294,27-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),Pro-Police Group (United States),6,66,,840,North America,United States,Colorado,Weld,,Windsor,40.477,-104.901,1,Greeley Tribune,Subnational,"On 27 June 2020, people staged a demonstration in Windsor (Colorado) in support of the Black Lives Matter movement and against police brutality. Counter-protesters turned up in support of law enforcement. Some of them were carrying guns. The two groups engaged in some tense conversations, but no violence broke out.",0,armed; counter-demonstration; crowd size=no report,1680633585
USA1428,27-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Minnesota,Beltrami,,Bemidji,47.474,-94.88,1,Post-Bulletin,Subnational,"On 27 June 2020, dozens of people protested in Bemidji (Minnesota) in support of their rights to bear arms.",0,armed; crowd size=dozens,1680633586
USA376,27-June-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Sole Perpetrator (United States),,3,35,,840,North America,United States,Kentucky,Jefferson,,Louisville,38.254,-85.759,1,Washington Examiner; Vox; CNN,National,"On 27 June 2020, people staged a march at Jefferson Park in Louisville (Kentucky) in support of the Black Lives Matter movement. Around 9 pm, a man with a gun shot at the demonstrators from the edge of the park, killing one and injuring another. Some demonstrators who had brought firearms in anticipation of a counter-demonstration that never arrived, injured the suspect, who was then arrested by police. Police cleared the park after the shooting.",1,armed; crowd size=no report,1680633586
USA17081,27-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,,,0,60,,840,North America,United States,North Carolina,Stokes,,Pine Hall,36.325,-80.049,1,Political Research Associates; Winston-Salem Journal,Other-Subnational,"On 27 June 2020, about 25 people with Justice for the Next Generation protested outside the 311 Speedway in Pine Hall (North Carolina) in support of the Black Lives Matter movement and in response to the raceway's owner who had advertised the 'Bubba Rope' amid the controversy around Bubba Wallace's statement of a noose being found at his racetrack garage. Members of Boogaloo Boys armed with assault rifles were patrolling during the protest.",0,armed; armed presence; crowd size=about 25,1680633602
USA24222,27-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),BLM: Black Lives Matter,6,Protesters (United States),,6,66,,840,North America,United States,Nevada,Carson City,,Carson City,39.163,-119.765,1,Twitter; Political Research Associates,Other-New media,"On 27 June 2020, people staged a protest in Carson City (Nevada) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A group of armed people counter-protested near the BLM protest. There were no reports of violence.",0,armed; counter-demonstration; crowd size=no report,1680633603
USA23241,27-June-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,Protesters (United States),,6,66,,840,North America,United States,Texas,Bexar,,San Antonio,29.428,-98.488,1,KSAT12; Political Research Associates,Other-Subnational,"On 27 June 2020, dueling protests occurred between people calling to remove a statue of Christopher Columbus in downtown San Antonio (Texas) and those who want it to stay. Several of the those defending the statue were armed.",0,armed; counter-demonstration; crowd size=no report,1680633678
